Timestamp,Winner Name,Loser Name,Result,Punishment Pack,Punishment Pack contents,Notes,,Punishment Pack choice?
11/13/2022 14:00:29,Richard K - preacher26#59445,Daniel G - Friskyhobbit#43185,2-1,,1,,,
11/13/2022 16:16:33,Daniel G - Friskyhobbit#43185,Paul G - TheDragon#61289,2-0,,1,,,
11/13/2022 21:15:16,Noah B - Sisco#71800,Richard K - preacher26#59445,2-0,,1,,,
11/13/2022 21:49:31,Daniel G - Friskyhobbit#43185,Noah B - Sisco#71800,2-1,,1,,,
11/14/2022 19:15:08,John P - gokuorgohome#51511,Jordan M - JMTron#46639,2-1,,1,,,
11/14/2022 20:03:25,Sawyer T - soyboy#35469,John P - gokuorgohome#51511,2-0,,1,,,
11/14/2022 21:39:41,Johnny M - Johnny#69519,Chris R - Sinkwater#27508,2-1,,1,,,
11/14/2022 23:23:34,Jeremy E - Lhurgoyf#37289,Ryan D - TheSlickness#10857,2-1,,1,,,
11/15/2022 0:48:41,Johnny M - Johnny#69519,Aaron H - UlamogOurSaviour#56444,2-0,,1,,,
11/15/2022 21:46:24,Jake C - the_man_mulcahey#74753,Maxime R - Tasigurr#89921,2-0,,1,,,
11/16/2022 10:54:46,Rafael F - Prudent#24319,Paul G - TheDragon#61289,2-0,,1,Gg sorry for the bad luck but Dogs -> cat's =P,,
11/16/2022 22:34:53,Cody-Rayce MG - Rayce#56572,Noah B - Sisco#71800,2-1,,1,ggs,,
11/16/2022 23:22:57,Rafael F - Prudent#24319,Jeremy E - Lhurgoyf#37289,2-1,,1,GGs!,,
11/17/2022 1:34:32,Jake C - the_man_mulcahey#74753,Cody-Rayce MG - Rayce#56572,2-1,,1,,,
11/18/2022 0:36:47,Jake C - the_man_mulcahey#74753,Rafael F - Prudent#24319,2-1,,1,"Holy hell what a match, ggs",,
