Timestamp,Winner Name,Loser Name,Result,Punishment Pack,Punishment Pack contents,Notes
5/14/2022 0:59:36,Maxime R - Tasigurr#89921,Grey H - grensley#2960,2-0,,1,
5/14/2022 1:15:48,Rafael F - prudent#24319,Mike G - eatmecompletely#43399,2-0,,1,
5/14/2022 1:41:27,Maxime R - Tasigurr#89921,Doug Co - daceris#24713,2-0,,1,
5/14/2022 2:15:00,Rafael F - prudent#24319,Doug Co - daceris#24713,2-0,,1,
5/14/2022 2:56:33,Carson C - carsoncaruso#98225,Maxime R - Tasigurr#89921,2-0,,1,
5/14/2022 3:43:19,Carson C - carsoncaruso#98225,Christopher G - oompaloompa#65002,2-0,,1,
5/14/2022 7:27:32,Adam S - wizma#29010,Nguyen L - TheFancyPenguin#82137,2-1,,1,"Great games, sorry about the lands!"
5/14/2022 7:44:06,Nguyen L - TheFancyPenguin#82137,Noel S - Stopgap#13873,2-0,,1,
5/14/2022 8:08:38,Oskar T - ossytubbi#87966,John M - theJOHNRAL#59630,2-0,,1,
5/14/2022 8:20:17,Nik S - njs#50504,Noel S - Stopgap#13873,2-0,,1,
5/14/2022 9:17:56,Rafael F - prudent#24319,Daniel M - HPWizard#40332,2-0,,1,
5/14/2022 9:45:02,Rafael F - prudent#24319,Nguyen L - TheFancyPenguin#82137,2-1,,1,
5/14/2022 9:55:31,Daniel M - HPWizard#40332,Nik S - njs#50504,2-0,,1,
5/14/2022 10:12:19,Rafael F - prudent#24319,Nick Mc - finedontcare#64581,2-0,,1,
5/14/2022 11:03:47,Sam G - drinsanity#06844,Serge T - Sergyboy514#39979,2-1,,1,
5/14/2022 11:32:23,Noel S - Stopgap#13873,Cody-Rayce MG - Rayce#56572,2-0,,1,
5/14/2022 12:01:24,David R - Roooster#49289,Russell S - rstad#89052,2-1,,1,Russell Rocks!!!
5/14/2022 12:12:15,Ryan W - MuttBunchies#61653,Nik S - njs#50504,2-0,,1,
5/14/2022 12:20:36,Chris Y - Yorke on Games#66909,Nick Mc - finedontcare#64581,2-1,,1,Close ones!
5/14/2022 12:26:17,Ben A - JankInTheTank#50714,Ryan W - MuttBunchies#61653,2-0,,1,Ascendacy is dumb
5/14/2022 12:52:12,Russell S - rstad#89052,Krzys H - FaceBeardMcBeard#24731,2-0,,1,
5/14/2022 13:03:06,Shane K - Malfunktion#31013,Sam G - drinsanity#06844,2-0,,1,
5/14/2022 13:20:23,Nguyen L - TheFancyPenguin#82137,Richard K - preacher26#59445,2-1,,1,
5/14/2022 13:51:43,Gordon C - Chocobro#30910,John L - fightstrife#66069,2-0,,1,
5/14/2022 14:31:32,Angus M - Sangreen#96305,Robby P - Locke_009#22200,2-1,,1,"super close, ggs!"
5/14/2022 14:57:47,Cody-Rayce MG - Rayce#56572,Helge B - turd_burglar#45671,2-0,,1,ggs! maybe youll get revenge next time
5/14/2022 16:20:39,Cody-Rayce MG - Rayce#56572,Patrick M - FullestJ#22936,2-0,,1,ggs lands brutal rng
5/14/2022 17:02:17,Marley L - BeautyAndTheGitrog#98732,Olivier F - NephilimOli#21523,2-1,,1,
5/14/2022 17:58:39,Paul G - TheDragon#61289,Michael M - Atombomb11991#07305,2-0,,1,
5/14/2022 18:25:44,Michael M - Atombomb11991#07305,Spencer B - ThePensive#34256,2-0,,1,
5/14/2022 18:58:51,John P - gokuorgohome#51511,Michael M - Atombomb11991#07305,2-1,,1,
5/14/2022 19:16:28,Daniel J - Insequent#82225,Jake C - the_man_mulcahey#74753,2-0,,1,
5/14/2022 19:21:18,Ade A - Blizz#50660,Nelson K - accpi#18634,2-1,,1,
5/14/2022 19:31:59,Maxime R - Tasigurr#89921,Zach H - HackZolt#31077,2-0,,1,
5/14/2022 19:59:07,Emmett F - Sepulchure#51526,Damian S - ButCrackMagic#71223,2-1,,1,
5/14/2022 20:04:12,Kyle W - EtherEngineer#51748,Ryan D - TheSlickness#10857,2-0,,1,
5/14/2022 20:05:05,Daniel J - Insequent#82225,Zach H - HackZolt#31077,2-1,,1,
5/14/2022 20:18:41,Damian S - ButCrackMagic#71223,Nguyen L - TheFancyPenguin#82137,2-1,,1,
5/14/2022 20:41:25,Kyle W - EtherEngineer#51748,Emmett F - Sepulchure#51526,2-1,,1,
5/14/2022 21:13:44,Jake C - the_man_mulcahey#74753,Nicholas P - Ami3vil?#84889,2-0,,1,
5/14/2022 21:31:33,Cody-Rayce MG - Rayce#56572,Olivier F - NephilimOli#21523,2-0,,1,ggs!
5/14/2022 22:36:11,Pierre-Marc D - pmduguay#67919,Ryan D - TheSlickness#10857,2-0,,1,
5/14/2022 23:45:00,Pierre-Marc D - pmduguay#67919,Ade A - Blizz#50660,2-1,,1,
5/15/2022 0:11:36,Ryan W - MuttBunchies#61653,Spencer B - ThePensive#34256,2-1,,1,
5/15/2022 0:12:30,Shuo L - Tamamo#30654,Sylvain T - Iquitos#15484,2-0,,1,
5/15/2022 0:27:39,Chris P - Joker01#66827,Christopher G - oompaloompa#65002,2-1,,1,
5/15/2022 0:50:57,Christopher G - oompaloompa#65002,Joe T - elasticity#07466,2-0,,1,
5/15/2022 0:51:33,Sean Sp - Talrand#06333,Daniel J - Insequent#82225,2-0,,1,
5/15/2022 9:14:52,Adam S - wizma#29010,Noel S - Stopgap#13873,2-1,,1,Brokers ascendency yikes!
5/15/2022 9:47:39,Martin E - Meep#87492,Krzys H - FaceBeardMcBeard#24731,2-0,,1,
5/15/2022 9:56:38,Jakub K - Terrence McKenna#95766,Oskar T - ossytubbi#87966,2-0,,1,
5/15/2022 10:03:34,Cody-Rayce MG - Rayce#56572,Robby P - Locke_009#22200,2-1,,1,ggs
5/15/2022 10:15:53,Martin E - Meep#87492,Brian R - admiral_ace#37121,2-0,,1,
5/15/2022 10:28:50,Krzys H - FaceBeardMcBeard#24731,Chris Y - Yorke on Games#66909,2-1,,1,
5/15/2022 11:19:21,Adam S - wizma#29010,Jakub K - Terrence McKenna#95766,2-1,,1,Ggs!
5/15/2022 11:43:06,Kyle W - EtherEngineer#51748,Robby P - Locke_009#22200,2-0,,1,
5/15/2022 11:53:19,Andrew A - Mapo Dofu#77365,Emmett F - Sepulchure#51526,2-1,,1,
5/15/2022 12:13:09,Ryan W - MuttBunchies#61653,Ahu S - Wily_bandar#26808,2-0,,1,
5/15/2022 12:26:29,Jakub K - Terrence McKenna#95766,Robby P - Locke_009#22200,2-0,,1,
5/15/2022 12:33:59,Jake C - the_man_mulcahey#74753,Andrew A - Mapo Dofu#77365,2-1,,1,
5/15/2022 13:04:44,Shane K - Malfunktion#31013,Ahu S - Wily_bandar#26808,2-0,,1,
5/15/2022 13:16:55,Zeke W - smarmyplatapus#30066,Nik S - njs#50504,2-0,,1,
5/15/2022 13:21:38,Kyle W - EtherEngineer#51748,Carson C - carsoncaruso#98225,2-1,,1,
5/15/2022 13:33:05,Shuo L - Tamamo#30654,Mike G - eatmecompletely#43399,2-0,,1,
5/15/2022 13:33:26,Daniel J - Insequent#82225,Martin E - Meep#87492,2-1,,1,
5/15/2022 13:38:44,Jordan P - chunkieluver53#92811,Jakub K - Terrence McKenna#95766,2-1,,1,
5/15/2022 13:58:53,Carson C - carsoncaruso#98225,Shuo L - Tamamo#30654,2-0,,1,
5/15/2022 14:08:02,Jordan P - chunkieluver53#92811,Caleb G - Whynaut#28590,2-0,,1,
5/15/2022 14:11:51,Nicholas K - Bionick#55161,Grey H - grensley#2960,2-1,,1,
5/15/2022 14:13:59,Adam S - wizma#29010,David R - Roooster#49289,2-0,,1,Good games!
5/15/2022 14:17:04,Kyle W - EtherEngineer#51748,Mike G - eatmecompletely#43399,2-1,,1,absolutely insane match with haymakers left and right. G2 I was down to 2 cards in library!!!
5/15/2022 14:30:38,Johnny M - Johnny#69519,Gordon C - Chocobro#30910,2-1,,1,
5/15/2022 14:46:23,David R - Roooster#49289,Robby P - Locke_009#22200,2-1,,1,GG ROBBY!
5/15/2022 14:51:48,Grey H - grensley#2960,Mike P - UnwieldyBiscuit#26471,2-1,,1,
5/15/2022 14:55:42,Gordon C - Chocobro#30910,Zeke W - smarmyplatapus#30066,2-0,,1,
5/15/2022 15:14:04,Paul G - TheDragon#61289,Helge B - turd_burglar#45671,2-1,,1,
5/15/2022 15:25:04,Nicholas K - Bionick#55161,Mike P - UnwieldyBiscuit#26471,2-0,,1,
5/15/2022 15:25:48,Shuo L - Tamamo#30654,Calvin Z - extrAme#05753,2-0,,1,
5/15/2022 15:37:11,Carson C - carsoncaruso#98225,Caleb G - Whynaut#28590,2-0,,1,
5/15/2022 15:59:39,Edgar A - PlayfulTerror#04926,Helge B - turd_burglar#45671,2-0,,1,GGS
5/15/2022 17:20:49,Nicholas K - Bionick#55161,Noel S - Stopgap#13873,2-0,,1,
5/15/2022 17:38:47,Caleb G - Whynaut#28590,Olivier F - NephilimOli#21523,2-0,,1,
5/15/2022 18:06:35,Jeremy E - Lhurgoyf#37289,Nicholas K - Bionick#55161,2-1,,1,"super close, ggs!"
5/15/2022 18:15:30,Serge T - Sergyboy514#39979,Joel L - Instinctive#21903,2-1,,1,
5/15/2022 18:17:52,Johnny M - Johnny#69519,Deven W - Deven#51146,2-1,,1,
5/15/2022 18:38:47,Jordan P - chunkieluver53#92811,Ade A - Blizz#50660,2-1,,1,
5/15/2022 18:52:59,Zach H - HackZolt#31077,Deven W - Deven#51146,2-1,,1,
5/15/2022 19:08:19,Jeremy E - Lhurgoyf#37289,John P - gokuorgohome#51511,2-0,,1,ggs!
5/15/2022 19:22:00,Serge T - Sergyboy514#39979,John B - Vexingcarton#71473,2-0,,1,
5/15/2022 20:02:28,Christopher G - oompaloompa#65002,John P - gokuorgohome#51511,2-1,,1,
5/15/2022 20:22:41,John B - Vexingcarton#71473,Damian S - ButCrackMagic#71223,2-1,,1,
5/15/2022 21:01:10,Sawyer T - soyboy#35469,Christopher G - oompaloompa#65002,2-1,,1,
5/15/2022 21:03:57,Adam S - wizma#29010,John B - Vexingcarton#71473,2-1,,1,"Wow, great games! "
5/15/2022 21:05:49,John P - gokuorgohome#51511,Deven W - Deven#51146,2-0,,1,
5/15/2022 21:22:08,Jordan P - chunkieluver53#92811,Jason M - experientialist#23057,2-0,,1,
5/15/2022 21:54:23,Connor H - Rehab628#72974,Sean Sp - Talrand#06333,2-1,,1,
5/15/2022 22:54:22,Pierre-Marc D - pmduguay#67919,Sean Sp - Talrand#06333,2-1,,1,
5/15/2022 23:12:21,Jeff H - Cletus Van Dam#26978,Connor H - Rehab628#72974,2-0,,1,
5/15/2022 23:12:24,John B - Vexingcarton#71473,Sylvain T - Iquitos#15484,2-1,,1,
5/15/2022 23:45:26,John B - Vexingcarton#71473,Justin P - Code Pigeon#84057,2-0,,1,
5/16/2022 0:12:57,Olivier F - NephilimOli#21523,Sean Sm - UnknownThursday#95034,2-1,,1,
5/16/2022 0:25:28,Calvin Z - extrAme#05753,Emmett F - Sepulchure#51526,2-1,,1,
5/16/2022 0:25:39,Jeff H - Cletus Van Dam#26978,Sylvain T - Iquitos#15484,2-0,,1,
5/16/2022 0:47:43,John B - Vexingcarton#71473,Sean Sm - UnknownThursday#95034,2-1,,1,
5/16/2022 2:15:16,Sean Sm - UnknownThursday#95034,John M - theJOHNRAL#59630,2-0,,1,
5/16/2022 6:26:02,Helge B - turd_burglar#45671,John M - theJOHNRAL#59630,2-0,,1,
5/16/2022 7:47:50,Paul G - TheDragon#61289,Krzys H - FaceBeardMcBeard#24731,2-0,,1,
5/16/2022 12:08:52,Krzys H - FaceBeardMcBeard#24731,Nick Mc - finedontcare#64581,2-0,,1,
5/16/2022 12:31:24,Ben A - JankInTheTank#50714,Marley L - BeautyAndTheGitrog#98732,2-1,,1,
5/16/2022 12:45:39,Joel L - Instinctive#21903,Martin E - Meep#87492,2-1,,1,gg wp
5/16/2022 12:48:36,Joe T - elasticity#07466,Nick Mc - finedontcare#64581,2-0,,1,
5/16/2022 13:09:40,Marley L - BeautyAndTheGitrog#98732,Harry B - Midnight_0il#97781,2-1,,1,Pack Manually Generated by Caleb
5/16/2022 13:09:40,Sawyer T - soyboy#35469,Tim H - hanshotf1rst#51070,2-0,,1,
5/16/2022 13:26:07,Nick Mc - finedontcare#64581,Zeke W - smarmyplatapus#30066,2-1,,1,
5/16/2022 13:49:08,Harry B - Midnight_0il#97781,Tim H - hanshotf1rst#51070,2-0,,1,
5/16/2022 14:08:07,Nick Mc - finedontcare#64581,John L - fightstrife#66069,2-0,,1,
5/16/2022 14:20:50,Tim H - hanshotf1rst#51070,Richard K - preacher26#59445,2-1,,1,
5/16/2022 14:23:13,John P - gokuorgohome#51511,Sean Sm - UnknownThursday#95034,2-1,,1,
5/16/2022 15:06:53,Nick Mc - finedontcare#64581,Joel L - Instinctive#21903,2-0,,1,
5/16/2022 16:06:00,Shane K - Malfunktion#31013,Joel L - Instinctive#21903,2-0,,1,
5/16/2022 17:53:55,Brian R - admiral_ace#37121,Angus M - Sangreen#96305,2-1,,1,
5/16/2022 18:34:45,Olivier F - NephilimOli#21523,Brian R - admiral_ace#37121,2-0,,1,
5/16/2022 19:35:53,Dante R - dantesper#59172,Tim H - hanshotf1rst#51070,2-1,,1,
5/16/2022 21:16:28,David R - Roooster#49289,Daniel M - HPWizard#40332,2-0,,1,Nice deck!
5/16/2022 21:45:24,Brian R - admiral_ace#37121,Austin C - theCortine#41513,2-0,,1,
5/16/2022 22:05:58,John M - theJOHNRAL#59630,David R - Roooster#49289,2-0,,1,
5/16/2022 22:15:31,Devin L - Dalopi#45146,Jay S - trainyaj#13755,2-1,,1,
5/16/2022 22:41:14,John M - theJOHNRAL#59630,Mike P - UnwieldyBiscuit#26471,2-1,,1,
5/16/2022 22:45:09,Nicholas K - Bionick#55161,Devin L - Dalopi#45146,2-1,,1,
5/16/2022 23:05:14,Jay S - trainyaj#13755,Serge T - Sergyboy514#39979,2-0,,1,
5/16/2022 23:29:33,Jeremy E - Lhurgoyf#37289,Maranda L - BlackCanary#59791,2-1,,1,
5/17/2022 0:06:11,Sean Sp - Talrand#06333,Grey H - grensley#2960,2-0,,1,
5/17/2022 10:15:28,Pierre-Marc D - pmduguay#67919,Paul G - TheDragon#61289,2-1,,1,
5/17/2022 10:51:43,Joe T - elasticity#07466,Paul G - TheDragon#61289,2-1,,1,
5/17/2022 11:26:09,Shane K - Malfunktion#31013,Erika P - CharmToy#24980,2-0,,1,
5/17/2022 14:06:15,Martin E - Meep#87492,Joe T - elasticity#07466,2-1,,1,
5/17/2022 14:39:34,Sawyer T - soyboy#35469,Jeff H - Cletus Van Dam#26978,2-1,,1,
5/17/2022 15:13:59,Richard K - preacher26#59445,Damien F - DamienF16#36049,2-0,,1,
5/17/2022 15:41:51,Austin C - theCortine#41513,Damien F - DamienF16#36049,2-1,,1,
5/17/2022 16:34:24,Damien F - DamienF16#36049,Ericsson L - Dimmi#45280,2-0,,1,
5/17/2022 17:05:00,Damien F - DamienF16#36049,Tim H - hanshotf1rst#51070,2-0,,1,
5/17/2022 18:29:29,Ryan D - TheSlickness#10857,Damien F - DamienF16#36049,2-1,,1,
5/17/2022 19:47:04,Jason M - experientialist#23057,Coleman N - avo#92320,2-0,,1,
5/17/2022 20:12:48,Mitchel S - SpaghettiMitch#18619,Dante R - dantesper#59172,2-1,,1,
5/17/2022 20:25:37,Calvin Z - extrAme#05753,Pierre-Marc D - pmduguay#67919,2-1,,1,
5/17/2022 20:38:04,Marley L - BeautyAndTheGitrog#98732,Mitchel S - SpaghettiMitch#18619,2-0,,1,
5/17/2022 21:21:45,Edgar A - PlayfulTerror#04926,Serge T - Sergyboy514#39979,2-1,,1,ggs
5/17/2022 21:24:59,Mitchel S - SpaghettiMitch#18619,Randy F - Ezrem#08922,2-0,,1,
5/17/2022 21:36:06,Andrew A - Mapo Dofu#77365,Olivier F - NephilimOli#21523,2-0,,1,Razor close 2-0. Amazing games.
5/17/2022 21:51:18,Nicholas P - Ami3vil?#84889,Jay S - trainyaj#13755,2-0,,1,GGs!
5/17/2022 22:04:50,Chris P - Joker01#66827,Randy F - Ezrem#08922,2-0,,1,bad shuffler :(
5/17/2022 22:14:02,Sean Sp - Talrand#06333,Jake C - the_man_mulcahey#74753,2-1,,1,
5/17/2022 22:19:15,Andrew A - Mapo Dofu#77365,Maranda L - BlackCanary#59791,2-0,,1,
5/17/2022 22:22:45,Mitchel S - SpaghettiMitch#18619,Jay S - trainyaj#13755,2-0,,1,
5/17/2022 22:39:10,Johnny M - Johnny#69519,Chris P - Joker01#66827,2-1,,1,
5/17/2022 23:22:16,Maranda L - BlackCanary#59791,Sheldon D - downie#26773,2-0,,1,
5/17/2022 23:35:12,Shane K - Malfunktion#31013,Jason M - experientialist#23057,2-0,,1,
5/18/2022 0:07:01,Sheldon D - downie#26773,Calvin Z - extrAme#05753,2-1,,1,
5/18/2022 0:14:47,Emmett F - Sepulchure#51526,Patrick M - FullestJ#22936,2-0,,1,
5/18/2022 0:56:59,Calvin Z - extrAme#05753,Doug Co - daceris#24713,2-0,,1,
5/18/2022 11:32:04,Dante R - dantesper#59172,Banting L - smittyw#95807,2-0,,1,
5/18/2022 12:28:06,Ryan D - TheSlickness#10857,Andrew A - Mapo Dofu#77365,2-1,,1,
5/18/2022 13:38:13,Sawyer T - soyboy#35469,Jaidin M - MnemonicDevice#38774,2-0,,1,
5/18/2022 14:11:15,Ryan D - TheSlickness#10857,Cameron K - Camzillanator#66654,2-0,,1,
5/18/2022 14:29:23,Randy F - Ezrem#08922,Helge B - turd_burglar#45671,2-1,,1,
5/18/2022 14:46:45,Randy F - Ezrem#08922,Harry B - Midnight_0il#97781,2-1,,1,
5/18/2022 15:16:58,Jaidin M - MnemonicDevice#38774,Patrick M - FullestJ#22936,2-0,,1,ggs!
5/18/2022 15:37:35,Harry B - Midnight_0il#97781,Richard K - preacher26#59445,2-0,,1,
5/18/2022 15:50:00,Sawyer T - soyboy#35469,Ben A - JankInTheTank#50714,2-1,,1,
5/18/2022 16:27:02,Randy F - Ezrem#08922,Oskar T - ossytubbi#87966,2-0,,1,
5/18/2022 16:33:18,Jaidin M - MnemonicDevice#38774,Ben A - JankInTheTank#50714,2-1,,1,Grindy 3rd game!
5/18/2022 17:19:36,Ben A - JankInTheTank#50714,Austin C - theCortine#41513,2-0,,1,
5/18/2022 17:48:52,Marley L - BeautyAndTheGitrog#98732,Richard K - preacher26#59445,2-0,,1,
5/18/2022 18:37:36,Justin P - Code Pigeon#84057,Mike P - UnwieldyBiscuit#26471,2-0,,1,
5/18/2022 20:24:39,Jay S - trainyaj#13755,Angus M - Sangreen#96305,2-0,,1,
5/18/2022 20:28:26,Coleman N - avo#92320,Daniel M - HPWizard#40332,2-0,,1,
5/18/2022 22:27:24,Shuo L - Tamamo#30654,Jordan P - chunkieluver53#92811,2-1,,1,
5/18/2022 22:52:01,Justin P - Code Pigeon#84057,Sean Sm - UnknownThursday#95034,2-0,,1,
5/18/2022 23:05:38,Devin L - Dalopi#45146,Jaidin M - MnemonicDevice#38774,2-1,,1,
5/18/2022 23:12:01,Jason M - experientialist#23057,Justin P - Code Pigeon#84057,2-0,,1,
5/18/2022 23:13:21,Jake C - the_man_mulcahey#74753,Sylvain T - Iquitos#15484,2-0,,1,
5/18/2022 23:35:21,Justin P - Code Pigeon#84057,Edgar A - PlayfulTerror#04926,2-0,,1,
5/19/2022 0:13:45,Jake C - the_man_mulcahey#74753,Jeff H - Cletus Van Dam#26978,2-0,,1,
5/19/2022 1:58:03,Sylvain T - Iquitos#15484,Spencer B - ThePensive#34256,2-1,,1,Nice games!
5/19/2022 11:26:07,Mitchel S - SpaghettiMitch#18619,Nelson K - accpi#18634,2-1,,1,
5/19/2022 11:38:56,Russell S - rstad#89052,Banting L - smittyw#95807,2-0,,1,
5/19/2022 12:19:43,Nelson K - accpi#18634,Johnny M - Johnny#69519,2-1,,1,
5/19/2022 17:21:44,Gabe C - Iamgabe#35305,Spencer B - ThePensive#34256,2-0,,1,
5/19/2022 17:49:24,Austin C - theCortine#41513,John L - fightstrife#66069,2-0,,1,
5/19/2022 18:14:12,Mitchel S - SpaghettiMitch#18619,Spencer B - ThePensive#34256,2-0,,1,
5/19/2022 18:16:48,Brian R - admiral_ace#37121,Sheldon D - downie#26773,2-0,,1,
5/19/2022 18:41:45,Jordan P - chunkieluver53#92811,John L - fightstrife#66069,2-1,,1,
5/19/2022 18:43:49,Ericsson L - Dimmi#45280,Bill D - Cato Phoenix#70805,2-0,,1,
5/19/2022 19:32:44,Angus M - Sangreen#96305,Ericsson L - Dimmi#45280,2-0,,1,ggs
5/19/2022 20:08:45,Sean Sp - Talrand#06333,Edgar A - PlayfulTerror#04926,2-1,,1,
5/19/2022 20:11:23,Johnny M - Johnny#69519,Cameron K - Camzillanator#66654,2-0,,1,
5/19/2022 20:12:53,Angus M - Sangreen#96305,Sheldon D - downie#26773,2-0,,1,ggs
5/19/2022 20:28:33,Michael M - Atombomb11991#07305,Dante R - dantesper#59172,2-0,,1,
5/19/2022 20:54:48,Michael M - Atombomb11991#07305,Cameron K - Camzillanator#66654,2-0,,1,
5/19/2022 20:56:34,Olivier F - NephilimOli#21523,Russell S - rstad#89052,2-0,,1,
5/19/2022 22:26:20,Matt T - Malikari#85656,Ahu S - Wily_bandar#26808,2-0,,1,
5/19/2022 23:35:12,Sheldon D - downie#26773,Matt T - Malikari#85656,2-1,,1,
5/20/2022 0:04:08,Jason M - experientialist#23057,Calvin Z - extrAme#05753,2-1,,1,
5/20/2022 6:44:47,Daniel J - Insequent#82225,Bill D - Cato Phoenix#70805,2-0,,1,
5/20/2022 7:17:06,Mats K - MakroGames#12872,Bill D - Cato Phoenix#70805,2-0,,1,
5/20/2022 11:06:29,Gabe C - Iamgabe#35305,Daniel M - HPWizard#40332,2-1,,1,
5/20/2022 11:25:38,Banting L - smittyw#95807,Bill D - Cato Phoenix#70805,2-1,,1,
5/20/2022 11:55:21,Gabe C - Iamgabe#35305,Austin C - theCortine#41513,2-1,,1,
5/20/2022 12:12:21,Doug Co - daceris#24713,Gabe C - Iamgabe#35305,2-0,,1,
5/20/2022 12:53:05,Jeff H - Cletus Van Dam#26978,Gabe C - Iamgabe#35305,2-1,,1,
5/20/2022 13:10:38,Doug Co - daceris#24713,Bill D - Cato Phoenix#70805,2-0,,1,
5/20/2022 13:22:21,Banting L - smittyw#95807,Sam G - drinsanity#06844,2-0,,1,
5/20/2022 14:40:27,Ben A - JankInTheTank#50714,Chris R - Sinkwater#27508,2-0,,1,
5/20/2022 15:04:47,Mats K - MakroGames#12872,Ben A - JankInTheTank#50714,2-0,,1,
5/20/2022 15:34:50,Maranda L - BlackCanary#59791,Chris R - Sinkwater#27508,2-1,,1,
5/20/2022 15:48:28,Zach H - HackZolt#31077,Banting L - smittyw#95807,2-0,,1,
5/20/2022 16:00:15,Chris R - Sinkwater#27508,Mats K - MakroGames#12872,2-0,,1,
5/20/2022 16:18:28,Cameron K - Camzillanator#66654,Devin L - Dalopi#45146,2-1,,1,
5/20/2022 16:30:36,Cameron K - Camzillanator#66654,Chris R - Sinkwater#27508,2-0,,1,
5/20/2022 16:36:39,Doug Co - daceris#24713,Devin L - Dalopi#45146,2-0,,1,
5/20/2022 16:37:12,Zach H - HackZolt#31077,Mats K - MakroGames#12872,2-0,,1,
5/20/2022 17:45:12,Sawyer T - soyboy#35469,Chris P - Joker01#66827,2-1,,1,
5/20/2022 18:10:16,Damian S - ButCrackMagic#71223,Sawyer T - soyboy#35469,2-0,,1,
5/20/2022 18:22:49,Nick Mc - finedontcare#64581,Maxime R - Tasigurr#89921,2-1,,1,
5/20/2022 18:40:40,Nick Mc - finedontcare#64581,Damian S - ButCrackMagic#71223,2-1,,1,
5/20/2022 18:41:27,Gordon C - Chocobro#30910,Mike G - eatmecompletely#43399,2-1,,1,
5/20/2022 18:42:55,Chris P - Joker01#66827,Coleman N - avo#92320,2-1,,1,
5/20/2022 19:14:02,Nick Mc - finedontcare#64581,Nguyen L - TheFancyPenguin#82137,2-1,,1,
5/20/2022 20:07:31,Spencer B - ThePensive#34256,Nguyen L - TheFancyPenguin#82137,2-1,,1,
5/20/2022 20:13:32,Sawyer T - soyboy#35469,Chris Y - Yorke on Games#66909,2-0,,1,
5/20/2022 20:40:01,Robby P - Locke_009#22200,Coleman N - avo#92320,2-1,,1,
5/20/2022 20:55:26,Russell S - rstad#89052,Spencer B - ThePensive#34256,2-1,,1,
5/20/2022 20:56:09,Ryan D - TheSlickness#10857,Damian S - ButCrackMagic#71223,2-0,,1,Inspiring Overseer....?!?
5/20/2022 20:59:43,Olivier F - NephilimOli#21523,Mike P - UnwieldyBiscuit#26471,2-0,,1,
5/20/2022 21:00:51,Chris Y - Yorke on Games#66909,Ade A - Blizz#50660,2-0,,1,GGs!
5/20/2022 21:30:10,Nicholas K - Bionick#55161,Mike P - UnwieldyBiscuit#26471,2-1,,1,
5/20/2022 21:37:58,Robby P - Locke_009#22200,John M - theJOHNRAL#59630,2-1,,1,
5/20/2022 21:40:54,John P - gokuorgohome#51511,Jay S - trainyaj#13755,2-1,,1,
5/20/2022 22:29:32,Cody-Rayce MG - Rayce#56572,Nicholas K - Bionick#55161,2-0,,1,ggs!!
5/20/2022 22:39:16,Sawyer T - soyboy#35469,Emmett F - Sepulchure#51526,2-1,,1,
5/20/2022 22:40:08,Jay S - trainyaj#13755,Connor H - Rehab628#72974,2-1,,1,
5/20/2022 22:56:26,Sean Sp - Talrand#06333,Michael M - Atombomb11991#07305,2-1,,1,
5/20/2022 23:11:23,Emmett F - Sepulchure#51526,Sylvain T - Iquitos#15484,2-0,,1,
5/20/2022 23:26:03,Caleb G - Whynaut#28590,Christopher G - oompaloompa#65002,2-0,,1,
5/21/2022 0:00:04,Zeke W - smarmyplatapus#30066,Rafael F - prudent#24319,2-1,,1,that last game was ridiculous
5/21/2022 0:05:43,Maxime R - Tasigurr#89921,Caleb G - Whynaut#28590,2-1,,1,
5/21/2022 0:41:40,Nicholas K - Bionick#55161,Sean Sp - Talrand#06333,2-1,,1,
5/21/2022 1:13:51,Justin P - Code Pigeon#84057,Maxime R - Tasigurr#89921,2-1,,1,
5/21/2022 1:34:14,Damian S - ButCrackMagic#71223,Maxime R - Tasigurr#89921,2-0,,1,
5/21/2022 2:04:17,Daniel M - HPWizard#40332,Rafael F - prudent#24319,2-0,,1,
5/21/2022 2:13:08,Gordon C - Chocobro#30910,Zeke W - smarmyplatapus#30066,2-0,,1,
5/21/2022 2:51:49,Paul G - TheDragon#61289,Gordon C - Chocobro#30910,2-1,,1,
5/21/2022 3:17:52,Carson C - carsoncaruso#98225,Rafael F - prudent#24319,2-1,,1,
5/21/2022 7:04:52,Paul G - TheDragon#61289,Noel S - Stopgap#13873,2-1,,1,
5/21/2022 7:35:34,Noel S - Stopgap#13873,Zeke W - smarmyplatapus#30066,2-0,,1,
5/21/2022 9:12:40,Paul G - TheDragon#61289,Brian R - admiral_ace#37121,2-0,,1,
5/21/2022 9:45:07,Andrew A - Mapo Dofu#77365,Noel S - Stopgap#13873,2-0,,1,
5/21/2022 10:12:17,Brian R - admiral_ace#37121,Rafael F - prudent#24319,2-0,,1,
5/21/2022 10:34:14,Jakub K - Terrence McKenna#95766,Adam S - wizma#29010,2-1,,1,Great Games 
5/21/2022 10:42:06,Robby P - Locke_009#22200,Joe T - elasticity#07466,2-1,,1,
5/21/2022 10:44:39,Kyle W - EtherEngineer#51748,Caleb G - Whynaut#28590,2-0,,1,
5/21/2022 11:11:56,Brian R - admiral_ace#37121,Shuo L - Tamamo#30654,2-1,,1,
5/21/2022 11:13:52,Caleb G - Whynaut#28590,Martin E - Meep#87492,2-0,,1,
5/21/2022 11:14:08,Randy F - Ezrem#08922,Robby P - Locke_009#22200,2-1,,1,
