Timestamp,Winner Name,Loser Name,Result,Punishment Pack,Punishment Pack contents,Notes,,Punishment Pack choice?
11/26/2022 7:37:43,Luca P - LukeCloud#68182,Raghu B - Midnitfalcon#19670,2-1,,1,,,
11/26/2022 7:48:07,Paul G - TheDragon#61289,Lotte P - Lotte #93345,2-1,,1,,,
11/26/2022 8:13:53,John R - Ged#72302,Juan Q - JuanCu#95616,2-1,,1,Fun aggro times!,,
11/26/2022 8:45:08,Lotte P - Lotte #93345,John R - Ged#72302,2-1,,1,,,
11/26/2022 9:26:43,Juan Q - JuanCu#95616,Robby P - Locke_009#22200,2-0,,1,,,
11/26/2022 9:39:55,Kevin I - kni1993#29285,John R - Ged#72302,2-1,,1,Ggs,,
11/26/2022 10:25:59,Oskar T - ossytubbi#87966,Robby P - Locke_009#22200,2-1,,1,,,
11/26/2022 10:59:42,John R - Ged#72302,Oskar T - ossytubbi#87966,2-0,,1,Good games!,,
11/26/2022 11:15:01,Lotte P - Lotte #93345,Eric C - ecope#39827,2-0,,1,,,
11/26/2022 11:38:17,Lotte P - Lotte #93345,Caleb G - Whynaut#28590,2-0,,1,,,
11/26/2022 12:29:57,Zeke W - smarmyplatapus#30066,Caleb G - Whynaut#28590,2-0,,1,,,
11/26/2022 12:30:33,Kyle W - EtherEngineer#51748,Kevin I - kni1993#29285,2-0,,1,,,
11/26/2022 12:51:05,Kyle W - EtherEngineer#51748,Zeke W - smarmyplatapus#30066,2-0,,1,,,
11/26/2022 12:54:19,Raghu B - Midnitfalcon#19670,Eric C - ecope#39827,2-0,,1,,,
11/26/2022 13:35:19,Lotte P - Lotte #93345,Serge T - Sergyboy514#39979,2-1,,1,,,
11/26/2022 13:59:20,Sean S - UnknownThursday#95034,Greg M - grapereaper#84747,2-0,,1,,,
11/26/2022 14:14:20,Erika P - CharmToy#24980,Robby P - Locke_009#22200,2-0,,1,,,
11/26/2022 14:55:31,Juan Q - JuanCu#95616,Joel L - Instinctive#21903,2-1,,1,,,
11/26/2022 15:18:52,Greg M - grapereaper#84747,Erika P - CharmToy#24980,2-0,,1,,,
11/26/2022 15:41:17,Carl C - TechnicolourArborist#38665,Eric S - Smitte#94855,2-1,,1,,,
11/26/2022 16:18:30,Olivier F - NephilimOli#21523,Johnny M - Johnny#69519,2-1,,1,,,
11/26/2022 17:03:36,Walter H - DenzelKittyBoi#22057,Jeremy E - Lhurgoyf#37289,2-1,,1,,,
11/26/2022 17:25:47,Greg M - grapereaper#84747,Johnny M - Johnny#69519,2-0,,1,,,
11/26/2022 17:30:37,Krzys H - FaceBeardMcBeard#24731,Graham S - gram#97938,2-1,,1,,,
11/26/2022 17:40:28,Kevin I - kni1993#29285,Shuo L - Tamamo#30654,2-0,,1,Gg,,
11/26/2022 18:10:34,Greg M - grapereaper#84747,Eric C - ecope#39827,2-1,,1,,,
11/26/2022 18:20:26,Caleb G - Whynaut#28590,Raghu B - Midnitfalcon#19670,2-1,,1,,,
11/26/2022 18:21:34,Krzys H - FaceBeardMcBeard#24731,Serge T - Sergyboy514#39979,2-1,,1,,,
11/26/2022 18:24:04,Juan Q - JuanCu#95616,Kevin I - kni1993#29285,2-1,,1,,,
11/26/2022 18:26:44,Nik S - njsiii#50504,Shane K - Malfunktion#31013,2-0,,1,,,
11/26/2022 18:55:18,Jeremy E - Lhurgoyf#37289,Krzys H - FaceBeardMcBeard#24731,2-0,,1,,,
11/26/2022 19:53:15,Graham S - gram#97938,Joel L - Instinctive#21903,2-1,,1,,,
11/26/2022 20:41:49,Pierre-Marc D - pmduguay#67919,James T - RevisedIsland#19780,2-1,,1,gg,,
11/26/2022 20:43:40,Edgar A - PlayfulTerror#04926,Daniel J - Insequent#82225,2-0,,1,gg's,,
11/26/2022 21:08:39,Sawyer T - soyboy#35469,Graham S - gram#97938,2-1,,1,,,
11/26/2022 21:55:10,Sawyer T - soyboy#35469,Pierre-Marc D - pmduguay#67919,2-1,,1,,,
11/26/2022 22:40:59,Steve T - strout#45062,Sawyer T - soyboy#35469,2-0,,1,,,
11/26/2022 22:41:09,Eric S - Smitte#94855,Mason G - bear6875#02260,2-0,,1,,,
11/27/2022 3:08:49,Joel L - Instinctive#21903,Sean S - UnknownThursday#95034,2-1,,1,ggs wp,,
11/27/2022 8:57:27,Steve T - strout#45062,Nik S - njsiii#50504,2-0,,1,,,
11/27/2022 10:34:26,Steve T - strout#45062,Dante R - dantesper#59172,2-1,,1,,,
11/27/2022 10:41:44,Richard K - preacher26#59445,John P - gokuorgohome#51511,2-1,,1,,,
11/27/2022 11:43:16,Nik S - njsiii#50504,Joel L - Instinctive#21903,2-1,,1,,,
11/27/2022 12:08:43,Raghu B - Midnitfalcon#19670,David S - SirLossore#88647,2-0,,1,,,
11/27/2022 12:11:36,Caleb G - Whynaut#28590,Johnny M - Johnny#69519,2-1,,1,,,
11/27/2022 12:30:00,Joel L - Instinctive#21903,Jake C - the_man_mulcahey#74753,2-0,,1,ggs wp,,
11/27/2022 12:49:05,Kyle W - EtherEngineer#51748,Mike P - UnwieldyBiscuit#26471,2-0,,1,,,
11/27/2022 13:02:11,Nik S - njsiii#50504,Aus Z - ImperialPlaneswalker#40420,2-0,,1,,,
11/27/2022 13:03:11,Jordan M - JMTron#46639,Eric S - Smitte#94855,2-1,,1,,,
11/27/2022 13:09:43,John P - gokuorgohome#51511,Graham S - gram#97938,2-0,,1,,,
11/27/2022 13:16:38,Kyle W - EtherEngineer#51748,Jordan M - JMTron#46639,2-0,,1,,,
11/27/2022 13:29:04,John P - gokuorgohome#51511,JP G - jaypiex#97612,2-0,,1,,,
11/27/2022 13:35:51,Cody-Rayce MG - Rayce#56572,Aus Z - ImperialPlaneswalker#40420,2-0,,1,ggs,,
11/27/2022 13:59:49,Aus Z - ImperialPlaneswalker#40420,JP G - jaypiex#97612,2-1,,1,,,
11/27/2022 14:44:04,Jordan M - JMTron#46639,Serge T - Sergyboy514#39979,2-1,,1,,,
11/27/2022 15:01:14,Jordan M - JMTron#46639,Gerardo L - Seductiveturtle#91515,2-0,,1,,,
11/27/2022 15:04:28,Jake C - the_man_mulcahey#74753,Kyle W - EtherEngineer#51748,2-0,,1,sorry for the brutal screw :(,,
11/27/2022 15:36:52,Robby P - Locke_009#22200,Eric C - ecope#39827,2-1,,1,,,
11/27/2022 15:38:44,Nik S - njsiii#50504,Olivier F - NephilimOli#21523,2-0,,1,,,
11/27/2022 16:16:14,Marshall W - Scribbles#92472,Mason G - bear6875#02260,2-1,,1,,,
11/27/2022 16:21:16,Jake C - the_man_mulcahey#74753,Graham S - gram#97938,2-0,,1,,,
11/27/2022 16:31:33,Robby P - Locke_009#22200,Sean S - UnknownThursday#95034,2-1,,1,,,
11/27/2022 16:56:52,Noah B - Sisco#71800,Edgar A - PlayfulTerror#04926,2-0,,1,GGs!,,
11/27/2022 17:33:02,Noah B - Sisco#71800,Mason G - bear6875#02260,2-1,,1,GGs!,,
11/27/2022 17:35:09,Walter H - DenzelKittyBoi#22057,Greg M - grapereaper#84747,2-1,,1,,,
11/27/2022 17:40:45,Emmett F - Sepulchure#51526,Mike P - UnwieldyBiscuit#26471,2-0,,1,,,
11/27/2022 18:30:46,Benson P - sick beak#62405,Mason G - bear6875#02260,2-1,,1,,,
11/27/2022 18:36:53,Christopher S - Stemz#96067,Emmett F - Sepulchure#51526,2-0,,1,Gg,,
11/27/2022 18:39:56,John P - gokuorgohome#51511,Trevor T - Sirtydanchez#87149,2-0,,1,,,
11/27/2022 18:55:59,Caleb G - Whynaut#28590,Richard K - preacher26#59445,2-1,,1,,,
11/27/2022 19:08:07,Benson P - sick beak#62405,Jordan M - JMTron#46639,2-0,,1,,,
11/27/2022 19:41:15,Richard K - preacher26#59445,Benson P - sick beak#62405,2-0,,1,,,
11/27/2022 20:23:56,Lee B - MagicMorningBrew#76946,Maranda L - BlackCanary#59791,2-1,,1,,,
11/27/2022 20:38:55,Steve T - strout#45062,Chris F - cferejohn#08269,2-1,,1,,,
11/27/2022 20:54:42,Lee B - MagicMorningBrew#76946,Cody-Rayce MG - Rayce#56572,2-1,,1,,,
11/27/2022 21:16:28,Lee B - MagicMorningBrew#76946,Chris F - cferejohn#08269,2-0,,1,,,
11/27/2022 21:17:43,Steve T - strout#45062,David S - SirLossore#88647,2-1,,1,,,
11/27/2022 21:37:49,Walter H - DenzelKittyBoi#22057,Kyle C - AFKyle#29319,2-0,,1,,,
11/27/2022 22:17:36,Kyle C - AFKyle#29319,Maranda L - BlackCanary#59791,2-0,,1,,,
11/27/2022 23:18:41,Sylvain T - Iquitos#15484,Mitchel S - SpaghettiMitch#18619,2-1,,1,GGS!,,
11/28/2022 0:37:24,Mike G - eatmecompletely#43399,Daniel G - Friskyhobbit#43185,2-0,,1,,,
11/28/2022 2:24:17,Sean S - UnknownThursday#95034,Chris F - cferejohn#08269,2-1,,1,,,
11/28/2022 2:56:01,Dan A - BEATDOWNBRINGA#04779,Paul G - TheDragon#61289,2-0,,1,,,
11/28/2022 3:11:04,Daniel J - Insequent#82225,Cody-Rayce MG - Rayce#56572,2-1,,1,,,
11/28/2022 11:20:23,Dante R - dantesper#59172,John P - gokuorgohome#51511,2-1,,1,,,
11/28/2022 12:56:18,Jaidin M - MnemonicDevice#38774,Russell S - rstad#89052,2-1,,1,,,
11/28/2022 13:05:39,Erika P - CharmToy#24980,Sylvain T - Iquitos#15484,2-0,,1,,,
11/28/2022 13:45:41,Cody-Rayce MG - Rayce#56572,Krzys H - FaceBeardMcBeard#24731,2-0,,1,ggs wp,,
11/28/2022 14:40:12,Shane K - Malfunktion#31013,Chris P - Joker01#66827,2-0,,1,,,
11/28/2022 15:11:46,Cody-Rayce MG - Rayce#56572,Greg M - grapereaper#84747,2-0,,1,ggs!,,
11/28/2022 16:36:42,Jaidin M - MnemonicDevice#38774,Mike G - eatmecompletely#43399,2-0,,1,Sorry for land destruction,,
11/28/2022 17:05:25,Ryland B - Sabre#12079,Noah B - Sisco#71800,2-0,,1,,,
11/28/2022 17:20:56,Luca P - LukeCloud#68182,James MI - ImJolt#28410,2-1,,1,,,
11/28/2022 17:24:21,Zeke W - smarmyplatapus#30066,Jaidin M - MnemonicDevice#38774,2-1,,1,,,
11/28/2022 18:17:46,James MI - ImJolt#28410,Chris P - Joker01#66827,2-1,,1,,,
11/28/2022 19:04:16,Chris F - cferejohn#08269,James MI - ImJolt#28410,2-0,,1,,,
11/28/2022 19:32:10,Johnny M - Johnny#69519,Kevin C - Keviiiiin#67886,2-0,,1,Feature match,,
11/28/2022 19:37:58,Walter H - DenzelKittyBoi#22057,Lee B - MagicMorningBrew#76946,2-0,,1,,,
11/28/2022 19:42:10,Damian S - ButCrackMagic#71223,Marshall W - Scribbles#92472,2-0,,1,,,
11/28/2022 19:58:10,Trevor F - treskies#75643,James MI - ImJolt#28410,2-1,,1,,,
11/28/2022 20:17:15,Damian S - ButCrackMagic#71223,Ryan D - TheSlickness#10857,2-0,,1,,,
11/28/2022 20:21:27,Trevor F - treskies#75643,Chris R - Sinkwater#27508,2-1,,1,,,
11/28/2022 20:22:45,Pierre-Marc D - pmduguay#67919,Nicholas K - Bionick#55161,2-0,,1,,,
11/28/2022 20:34:01,Lee B - MagicMorningBrew#76946,Edgar A - PlayfulTerror#04926,2-1,,1,,,
11/28/2022 20:46:52,Mitchel S - SpaghettiMitch#18619,James MI - ImJolt#28410,2-0,,1,,,
11/28/2022 21:13:23,Pierre-Marc D - pmduguay#67919,Trevor F - treskies#75643,2-1,,1,,,
11/28/2022 22:11:14,Mitchel S - SpaghettiMitch#18619,Jake C - the_man_mulcahey#74753,2-1,,1,,,
11/28/2022 22:28:30,Pierre-Marc D - pmduguay#67919,Walter H - DenzelKittyBoi#22057,2-0,,1,,,
11/28/2022 22:31:53,Nicholas K - Bionick#55161,Sean S - UnknownThursday#95034,2-1,,1,,,
11/28/2022 23:09:22,Krzys H - FaceBeardMcBeard#24731,Tony G - YnotRock#76764,2-1,,1,Best. Game. Ever.,,
11/28/2022 23:39:02,Sean S - UnknownThursday#95034,Sylvain T - Iquitos#15484,2-1,,1,,,
11/29/2022 11:36:26,Thomas H - fromcero#98384,Noah B - Sisco#71800,2-0,,1,,,
11/29/2022 14:47:08,Chris P - Joker01#66827,Russell S - rstad#89052,2-1,,1,,,
11/29/2022 15:19:50,Luca P - LukeCloud#68182,Doug Co - daceris#24713,2-0,,1,,,
11/29/2022 15:46:26,Erika P - CharmToy#24980,Luca P - LukeCloud#68182,2-1,,1,,,
11/29/2022 16:46:01,Erika P - CharmToy#24980,Noah B - Sisco#71800,2-1,,1,,,
11/29/2022 19:25:45,Daniel G - Friskyhobbit#43185,Damian S - ButCrackMagic#71223,2-0,,1,,,
11/29/2022 20:27:51,Marshall W - Scribbles#92472,Edgar A - PlayfulTerror#04926,2-0,,1,,,
11/29/2022 20:36:40,James T - RevisedIsland#19780,Trevor T - Sirtydanchez#87149,2-0,,1,,,
11/29/2022 21:15:17,JP G - jaypiex#97612,Thomas H - fromcero#98384,2-1,,1,,,
11/29/2022 21:26:15,Serge T - Sergyboy514#39979,James T - RevisedIsland#19780,2-1,,1,,,
11/29/2022 21:42:47,Nicholas K - Bionick#55161,Mike P - UnwieldyBiscuit#26471,2-0,,1,,,
11/29/2022 22:10:13,Sean Sp - Talrand#06333,Nicholas K - Bionick#55161,2-0,,1,,,
11/29/2022 22:40:23,Sean Sp - Talrand#06333,Mike P - UnwieldyBiscuit#26471,2-1,,1,,,
11/29/2022 22:45:28,Randy F - Ezrem#08922,Damian S - ButCrackMagic#71223,2-0,,1,,,
11/29/2022 22:48:57,Marshall W - Scribbles#92472,Adam S - wizma#29010,2-0,,1,,,
11/29/2022 23:07:16,Sean Sp - Talrand#06333,Trevor T - Sirtydanchez#87149,2-0,,1,,,
11/29/2022 23:11:06,Randy F - Ezrem#08922,Nicholas K - Bionick#55161,2-0,,1,,,
11/29/2022 23:39:46,Sean Sp - Talrand#06333,Craig H - Itsmecraig#89337,2-0,,1,,,
11/30/2022 0:01:36,Sean Sp - Talrand#06333,Randy F - Ezrem#08922,2-0,,1,,,
11/30/2022 0:53:08,Daniel G - Friskyhobbit#43185,Christopher S - Stemz#96067,2-1,,1,,,
11/30/2022 1:32:26,Daniel J - Insequent#82225,Zeke W - smarmyplatapus#30066,2-0,,1,,,
11/30/2022 8:41:34,Eric C - ecope#39827,Ryland B - Sabre#12079,2-1,,1,,,
11/30/2022 9:39:45,Eric S - Smitte#94855,Adam S - wizma#29010,2-1,,1,,,
11/30/2022 9:56:13,Dante R - dantesper#59172,Ryland B - Sabre#12079,2-1,,1,,,
11/30/2022 12:54:43,Ryland B - Sabre#12079,Shane K - Malfunktion#31013,2-0,,1,,,
11/30/2022 13:15:43,Rafael F - Prudent#24319,Ryland B - Sabre#12079,2-1,,1,,,
11/30/2022 13:58:23,Ryland B - Sabre#12079,Adam S - wizma#29010,2-0,,1,,,
11/30/2022 15:56:55,Chris P - Joker01#66827,Shuo L - Tamamo#30654,2-0,,1,,,
11/30/2022 17:18:31,Patrick M - FullestJ#22936,Chris P - Joker01#66827,2-0,,1,,,
11/30/2022 17:22:45,Luca P - LukeCloud#68182,Richard K - preacher26#59445,2-1,,1,,,
11/30/2022 17:56:55,Chris F - cferejohn#08269,Patrick M - FullestJ#22936,2-0,,1,,,
11/30/2022 18:30:10,Chris R - Sinkwater#27508,Andrew H - hopnertz#98617,2-1,,1,,,
11/30/2022 19:11:13,Chris R - Sinkwater#27508,Russell S - rstad#89052,2-0,,1,,,
11/30/2022 19:54:02,Christopher S - Stemz#96067,Christopher G - oompaloompa#65002,2-1,,1,gg,,
11/30/2022 20:12:44,Daniel G - Friskyhobbit#43185,Andrew H - hopnertz#98617,2-0,,1,,,
11/30/2022 20:40:57,Christopher G - oompaloompa#65002,Bill D - Cato Phoenix#70805,2-1,,1,,,
11/30/2022 20:52:37,Michael M - Atombomb11991#07305,Marshall W - Scribbles#92472,2-0,,1,,,
11/30/2022 21:30:51,Edgar A - PlayfulTerror#04926,JP G - jaypiex#97612,2-0,,1,gg's,,
11/30/2022 21:33:41,Daniel G - Friskyhobbit#43185,Mitchel S - SpaghettiMitch#18619,2-1,,1,,,
11/30/2022 22:09:23,Damian S - ButCrackMagic#71223,Michael M - Atombomb11991#07305,2-1,,1,,,
11/30/2022 22:21:49,Mitchel S - SpaghettiMitch#18619,Trevor T - Sirtydanchez#87149,2-1,,1,,,
11/30/2022 22:24:37,Bill D - Cato Phoenix#70805,Chris R - Sinkwater#27508,2-1,,1,,,
11/30/2022 23:09:51,Sean Sp - Talrand#06333,Chris R - Sinkwater#27508,2-0,,1,,,
11/30/2022 23:22:13,Jacob C - Breadlord#83962,Thomas H - fromcero#98384,2-0,,1,,,
12/1/2022 0:10:54,Kyle C - AFKyle#29319,Jacob C - Breadlord#83962,2-1,,1,,,
12/1/2022 1:46:21,Daniel J - Insequent#82225,Kyle C - AFKyle#29319,2-1,,1,,,
12/1/2022 2:46:41,Daniel J - Insequent#82225,Jonathan R - Jraps#79124,2-1,,1,,,
12/1/2022 12:50:45,John R - Ged#72302,Thomas H - fromcero#98384,2-1,,1,Great games...and nail biters!,,
12/1/2022 19:16:13,Jacob C - Breadlord#83962,Marley L - BeautyAndTheGitrog#98732,2-1,,1,,,
12/1/2022 20:09:22,Christopher G - oompaloompa#65002,Jacob C - Breadlord#83962,2-1,,1,,,
12/1/2022 20:29:56,Michael M - Atombomb11991#07305,Kyle C - AFKyle#29319,2-0,,1,,,
12/1/2022 20:41:00,Graham S - gram#97938,Ryan D - TheSlickness#10857,2-1,,1,Graham Stein,,
12/1/2022 21:07:59,Jonathan R - Jraps#79124,Kyle C - AFKyle#29319,2-0,,1,,,
12/1/2022 21:09:00,Michael M - Atombomb11991#07305,Steven Y -  Isos#92135,2-0,,1,,,
12/1/2022 21:15:59,Russell S - rstad#89052,Emmett F - Sepulchure#51526,2-0,,1,,,
12/1/2022 21:37:57,Steven Y -  Isos#92135,Christopher G - oompaloompa#65002,2-0,,1,,,
12/1/2022 21:38:46,Jonathan R - Jraps#79124,Olivier F - NephilimOli#21523,2-0,,1,,,
12/1/2022 21:51:31,Michael M - Atombomb11991#07305,Marley L - BeautyAndTheGitrog#98732,2-1,,1,,,
12/1/2022 22:32:40,Tony G - YnotRock#76764,Christopher G - oompaloompa#65002,2-0,,1,,,
12/1/2022 23:12:06,Tony G - YnotRock#76764,Rafael F - Prudent#24319,2-0,,1,,,
12/1/2022 23:27:54,Emmett F - Sepulchure#51526,Bill D - Cato Phoenix#70805,2-1,,1,,,
12/1/2022 23:47:27,Steven Y -  Isos#92135,Aus Z - ImperialPlaneswalker#40420,2-0,,1,,,
12/2/2022 0:32:40,Jacob C - Breadlord#83962,Emmett F - Sepulchure#51526,2-1,,1,,,
12/2/2022 0:54:01,Christopher S - Stemz#96067,Sean S - UnknownThursday#95034,2-0,,1,"re-entered, was misreported with Raphael as loser",,
12/2/2022 0:55:27,Patrick M - FullestJ#22936,Aus Z - ImperialPlaneswalker#40420,2-0,,1,,,
12/2/2022 1:20:37,Jake C - the_man_mulcahey#74753,Patrick M - FullestJ#22936,2-0,,1,,,
12/2/2022 12:12:53,Jaidin M - MnemonicDevice#38774,Peter C - Lens Blair#41153,2-0,,1,"ggs, sorry for color screw!",,
12/2/2022 13:09:03,Jaidin M - MnemonicDevice#38774,Maranda L - BlackCanary#59791,2-0,,1,I'm sorry for the titan,,
12/2/2022 14:29:06,Russell S - rstad#89052,Shane K - Malfunktion#31013,2-0,,1,,,
12/2/2022 14:42:20,Jaidin M - MnemonicDevice#38774,Doug Co - daceris#24713,2-0,,1,Battle of the mightstones,,
12/2/2022 14:56:28,Gerardo L - Seductiveturtle#91515,Mike G - eatmecompletely#43399,2-1,,1,:),,
12/2/2022 15:07:44,Peter C - Lens Blair#41153,Maranda L - BlackCanary#59791,2-0,,1,,,
12/2/2022 15:15:43,Gerardo L - Seductiveturtle#91515,Oskar T - ossytubbi#87966,2-0,,1,:),,
12/2/2022 15:17:00,Rafael F - Prudent#24319,Stephan J - Saeijou#27763,2-0,,1,,,
12/2/2022 15:47:21,Stephan J - Saeijou#27763,Gerardo L - Seductiveturtle#91515,2-0,,1,,,
12/2/2022 15:56:26,Andrew H - hopnertz#98617,Peter C - Lens Blair#41153,2-0,,1,GGs,,
12/2/2022 16:07:12,Thomas H - fromcero#98384,Stephan J - Saeijou#27763,2-0,,1,,,
12/2/2022 16:27:13,Ryan D - TheSlickness#10857,Peter C - Lens Blair#41153,2-0,,1,,,
12/2/2022 16:58:43,Dante R - dantesper#59172,Peter C - Lens Blair#41153,2-0,,1,,,
12/2/2022 17:01:05,Emmett F - Sepulchure#51526,Adam S - wizma#29010,2-0,,1,,,
12/2/2022 17:47:06,Jordan M - JMTron#46639,Steve T - strout#45062,2-1,,1,,,
12/2/2022 18:34:48,Ryan D - TheSlickness#10857,Eric S - Smitte#94855,2-1,,1,,,
12/2/2022 18:38:02,Robby P - Locke_009#22200,Jeremy E - Lhurgoyf#37289,2-0,,1,,,
12/2/2022 19:05:57,Richard K - preacher26#59445,Sawyer T - soyboy#35469,2-1,,1,,,
12/2/2022 19:06:21,Noah B - Sisco#71800,Carl C - TechnicolourArborist#38665,2-0,,1,,,
12/2/2022 20:13:15,Krzys H - FaceBeardMcBeard#24731,Sawyer T - soyboy#35469,2-1,,1,,,
12/2/2022 20:26:23,Mike G - eatmecompletely#43399,Joel L - Instinctive#21903,2-1,,1,,,
12/2/2022 20:41:07,Ryan D - TheSlickness#10857,Carl C - TechnicolourArborist#38665,2-0,,1,,,
12/2/2022 21:28:52,Ryan D - TheSlickness#10857,Robby P - Locke_009#22200,2-0,,1,,,
12/2/2022 22:00:43,Pierre-Marc D - pmduguay#67919,Rafael F - Prudent#24319,2-0,,1,,,
12/2/2022 23:38:23,Sylvain T - Iquitos#15484,Stephan J - Saeijou#27763,2-1,,1,GGs!,,
12/2/2022 23:56:50,Rafael F - Prudent#24319,Justin P - Code Pigeon#84057,2-1,,1,,,
12/3/2022 0:31:30,Damian S - ButCrackMagic#71223,Rafael F - Prudent#24319,2-1,,1,,,
12/3/2022 1:09:26,Steve T - strout#45062,Damian S - ButCrackMagic#71223,2-0,,1,,,
12/3/2022 2:34:11,Damian S - ButCrackMagic#71223,Chris F - cferejohn#08269,2-1,,1,,,
12/3/2022 11:10:14,Mike P - UnwieldyBiscuit#26471,Nik S - njsiii#50504,2-1,,1,,,
12/3/2022 11:16:35,Kyle W - EtherEngineer#51748,Kevin I - kni1993#29285,2-1,,1,,,
12/3/2022 11:39:07,Jeremy E - Lhurgoyf#37289,Carl C - TechnicolourArborist#38665,2-0,,1,,,
12/3/2022 11:50:37,Kyle W - EtherEngineer#51748,Nik S - njsiii#50504,2-1,,1,,,
12/3/2022 12:01:17,Richard K - preacher26#59445,Raghu B - Midnitfalcon#19670,2-0,,1,,,
12/3/2022 12:27:03,Johnny M - Johnny#69519,Erika P - CharmToy#24980,2-1,,1,,,
12/3/2022 12:33:46,Dan A - BEATDOWNBRINGA#04779,Carl C - TechnicolourArborist#38665,2-0,,1,,,
12/3/2022 12:50:39,Johnny M - Johnny#69519,Marley L - BeautyAndTheGitrog#98732,2-0,,1,,,
12/3/2022 12:57:00,Pierre-Marc D - pmduguay#67919,Carl C - TechnicolourArborist#38665,2-0,,1,,,
12/3/2022 13:29:14,Christopher S - Stemz#96067,Caleb G - Whynaut#28590,2-1,,1,gg,,
12/3/2022 13:43:26,Sawyer T - soyboy#35469,Pierre-Marc D - pmduguay#67919,2-0,,1,,,
12/3/2022 13:55:46,Caleb G - Whynaut#28590,JP G - jaypiex#97612,2-0,,1,,,
12/3/2022 14:25:15,JP G - jaypiex#97612,Jonathan R - Jraps#79124,2-1,,1,,,
12/3/2022 14:33:50,Johnny M - Johnny#69519,Kevin I - kni1993#29285,2-1,,1,,,
12/3/2022 14:37:16,Caleb G - Whynaut#28590,John P - gokuorgohome#51511,2-0,,1,,,
12/3/2022 14:53:21,Christopher S - Stemz#96067,Sawyer T - soyboy#35469,2-1,,1,gg,,
12/3/2022 15:00:01,Dan A - BEATDOWNBRINGA#04779,Lotte P - Lotte #93345,2-0,,1,,,
12/3/2022 15:03:54,Raghu B - Midnitfalcon#19670,JP G - jaypiex#97612,2-1,,1,,,
12/3/2022 15:06:01,Jordan M - JMTron#46639,Jonathan R - Jraps#79124,2-1,,1,,,
12/3/2022 15:22:50,Dan A - BEATDOWNBRINGA#04779,Steve T - strout#45062,2-0,,1,,,
12/3/2022 15:41:32,Lotte P - Lotte #93345,Jordan M - JMTron#46639,2-0,,1,,,
12/3/2022 16:41:34,Walter H - DenzelKittyBoi#22057,Lotte P - Lotte #93345,2-1,,1,,,
12/3/2022 16:57:59,Nik S - njsiii#50504,Shuo L - Tamamo#30654,2-1,,1,,,
12/3/2022 16:59:34,Joel L - Instinctive#21903,Jake C - the_man_mulcahey#74753,2-0,,1,ggs wp,,
12/3/2022 17:14:32,Ryan D - TheSlickness#10857,Jonathan R - Jraps#79124,2-1,,1,,,
12/3/2022 17:34:25,Russell S - rstad#89052,Noah B - Sisco#71800,2-0,,1,,,
12/3/2022 17:49:33,Jonathan R - Jraps#79124,Nik S - njsiii#50504,2-1,,1,,,
12/3/2022 17:52:04,Christopher S - Stemz#96067,Lotte P - Lotte #93345,2-1,,1,,,
12/3/2022 17:56:01,Jaidin M - MnemonicDevice#38774,Shuo L - Tamamo#30654,2-0,,1,ggs,,
12/3/2022 18:20:56,Jordan M - JMTron#46639,Marshall W - Scribbles#92472,2-0,,1,,,
12/3/2022 18:26:00,Sawyer T - soyboy#35469,Nik S - njsiii#50504,2-0,,1,,,
12/3/2022 18:26:35,Walter H - DenzelKittyBoi#22057,Richard K - preacher26#59445,2-0,,1,,,
12/3/2022 19:49:49,Russell S - rstad#89052,Jonathan R - Jraps#79124,2-0,,1,,,
12/3/2022 20:39:54,James T - RevisedIsland#19780,Jaidin M - MnemonicDevice#38774,2-0,,1,,,
12/3/2022 21:44:42,Kevin I - kni1993#29285,James T - RevisedIsland#19780,2-1,,1,,,
12/3/2022 22:32:40,James T - RevisedIsland#19780,Steve T - strout#45062,2-0,,1,,,
12/3/2022 23:03:42,Randy F - Ezrem#08922,Marshall W - Scribbles#92472,2-1,,1,,,
12/3/2022 23:05:25,James T - RevisedIsland#19780,Eric S - Smitte#94855,2-0,,1,,,
12/3/2022 23:19:45,Stephan J - Saeijou#27763,Lee B - MagicMorningBrew#76946,2-1,,1,,,
12/3/2022 23:58:31,Jonathan R - Jraps#79124,Sylvain T - Iquitos#15484,2-0,,1,,,
12/4/2022 0:57:08,Lee B - MagicMorningBrew#76946,Jacob C - Breadlord#83962,2-1,,1,,,
12/4/2022 1:23:35,Joel L - Instinctive#21903,Sylvain T - Iquitos#15484,2-0,,1,ggs wp,,
12/4/2022 2:07:35,Joel L - Instinctive#21903,Damian S - ButCrackMagic#71223,2-1,,1,ggs wp,,
12/4/2022 2:33:20,Aus Z - ImperialPlaneswalker#40420,Damian S - ButCrackMagic#71223,2-1,,1,,,
12/4/2022 2:47:57,Sean S - UnknownThursday#95034,Joel L - Instinctive#21903,2-0,,1,,,
12/4/2022 9:05:58,Kevin I - kni1993#29285,John R - Ged#72302,2-0,,1,Ggs!,,
12/4/2022 9:47:31,Dan A - BEATDOWNBRINGA#04779,John R - Ged#72302,2-0,,1,,,
12/4/2022 11:02:16,Dan A - BEATDOWNBRINGA#04779,Kevin I - kni1993#29285,2-0,,1,,,
12/4/2022 11:14:55,Kyle W - EtherEngineer#51748,Jeremy E - Lhurgoyf#37289,2-0,,1,,,
12/4/2022 12:13:14,Cody-Rayce MG - Rayce#56572,Kyle W - EtherEngineer#51748,2-1,,1,ggs,,
