Timestamp,Winner Name,Loser Name,Result,Punishment Pack,Punishment Pack contents,Notes,,Winner Game Wins,Loser Game Wins,Week,Week Value,Week Start (PST)
4/26/2022 22:01:54,Michael M - Atombomb11991#07305,Mitchel S - SpaghettiMitch#18619,2-1,,1,,,,,,,
4/26/2022 22:02:43,Russell S - rstad#89052,Caleb G - Whynaut#28590,2-0,,1,,,,,,,
4/26/2022 22:50:36,Daniel M - HPWizard#40332,Nik S - njsiii#50504,2-0,,1,,,,,,,
4/26/2022 23:53:10,Daniel M - HPWizard#40332,Russell S - rstad#89052,2-1,,1,,,,,,,
4/27/2022 0:47:43,Nick L - ironick#50169,Daniel M - HPWizard#40332,2-0,,1,,,,,,,
4/27/2022 1:19:12,Nik S - njsiii#50504,Maranda L - BlackCanary#59791,2-1,,1,Good games,,,,,,
4/27/2022 17:32:31,Justin P - Code Pigeon#84057,Nick L - ironick#50169,2-1,,1,,,,,,,
4/27/2022 18:59:58,Christopher G - oompaloompa#65002,Justin P - Code Pigeon#84057,2-0,,1,,,,,,,
4/27/2022 20:40:36,Christopher G - oompaloompa#65002,Nik S - njsiii#50504,2-0,,1,,,,,,,
4/27/2022 22:01:01,Michael M - Atombomb11991#07305,Jake C - the_man_mulcahey#74753,2-0,,1,,,,,,,
4/27/2022 22:40:46,Christopher G - oompaloompa#65002,Richard K - preacher26#59445,2-1,,1,,,,,,,
4/28/2022 0:00:17,Jake C - the_man_mulcahey#74753,Daniel M - HPWizard#40332,2-0,,1,,,,,,,
6/8/2022 20:53:52,Johnny M - Johnny#69519,Caleb G - Whynaut#28590,2-0,,1,TEST,,,,,,
